Train_No,Journey_Duration_Hours,Total_Distance,Number_of_Stops
54757,9.5,327,43
54758,8.666666666666666,327,43
54759,3.0,137,17
54760,2.9166666666666665,125,16
54761,3.0,125,16
54762,3.0,125,16
54763,6.166666666666667,190,31
54764,5.75,190,26
54765,2.25,95,11
54766,2.6666666666666665,95,11
54781,8.333333333333334,300,38
54782,7.666666666666667,300,42
54783,12.25,422,60
54784,11.416666666666666,423,60
54785,2.5833333333333335,88,14
54786,2.4166666666666665,88,14
54787,2.0,82,13
54788,1.8333333333333333,82,10
54789,8.666666666666666,384,45
54790,8.75,384,45
54791,7.5,279,32
54792,8.083333333333334,279,34
54793,6.083333333333333,212,22
54794,5.75,212,23
54803,12.833333333333334,457,58
54804,14.166666666666666,455,58
54805,23.333333333333332,618,86
54806,22.166666666666668,621,81
54809,12.916666666666666,542,64
54810,13.583333333333334,543,64
54813,4.833333333333333,208,24
54819,7.0,300,22
54820,7.5,300,22
54822,1.0,21,2
54825,3.25,88,12
54826,3.75,87,12
54833,9.666666666666666,367,41
54834,9.666666666666666,367,41
54835,3.6666666666666665,142,21
54836,3.75,143,21
54881,2.1666666666666665,118,8
54882,2.25,118,8
55001,5.583333333333333,164,26
55002,5.166666666666667,164,24
55007,10.75,290,50
55008,9.45,290,50
55009,2.8333333333333335,108,17
55010,3.75,109,17
55011,3.75,118,18
55012,3.8333333333333335,119,18
55013,8.166666666666666,200,33
55014,8.166666666666666,201,33
55017,4.25,132,23
55018,4.683333333333334,134,23
55019,5.75,178,27
55020,5.833333333333333,179,27
55021,7.333333333333333,225,40
55022,8.0,225,40
55025,4.666666666666667,152,25
55026,5.166666666666667,153,25
55027,5.5,152,25
55028,4.0,153,25
55029,4.833333333333332,150,21
55030,5.5,150,21
55031,13.583333333333334,339,58
55032,11.833333333333334,332,55
55033,3.8333333333333335,160,24
55034,5.166666666666667,163,25
55035,4.25,159,22
55036,4.333333333333333,158,22
55037,2.9166666666666665,103,16
55038,2.3333333333333335,97,14
55041,4.25,150,16
55042,5.583333333333333,189,26
55043,3.25,81,19
55044,3.3333333333333335,81,19
55045,3.9166666666666665,90,14
55046,3.25,90,13
55049,10.583333333333334,332,55
55050,12.75,340,58
55051,3.1666666666666665,81,19
55052,3.0833333333333335,81,19
55055,2.25,39,6
55056,1.0,38,6
55071,5.0,150,21
55072,4.916666666666667,150,21
55073,5.0,150,21
55074,4.5,150,14
55075,6.5,166,28
55076,6.083333333333332,166,28
55077,3.9166666666666665,112,22
55078,3.5,112,22
55079,6.25,189,28
55080,4.75,150,21
55081,6.166666666666668,150,16
55082,4.833333333333333,150,21
55101,1.1666666666666667,30,7
55102,1.5833333333333333,30,7
55103,1.3333333333333333,30,7
55104,1.25,30,7
55105,0.9166666666666666,20,5
55106,0.9166666666666666,20,5
55107,0.8333333333333334,28,5
55108,0.8333333333333334,28,5
55109,1.0,28,5
55110,0.9166666666666666,28,5
55111,0.8333333333333334,28,5
55112,0.8333333333333334,28,5
55113,0.9166666666666666,28,5
55114,0.9166666666666666,28,5
55115,4.166666666666667,108,17
55116,3.25,109,17
55119,8.333333333333334,227,34
55120,10.0,227,34
55122,5.5,164,26
55123,5.416666666666667,156,24
55125,4.0,118,22
55126,4.083333333333333,118,22
55127,4.083333333333333,118,22
55128,4.0,118,22
55129,3.3333333333333335,118,22
55130,4.166666666666667,118,22
55131,8.0,200,33
55132,7.416666666666667,201,33
55133,3.6666666666666665,136,22
55134,4.583333333333333,136,22
55135,4.916666666666667,131,20
55136,4.666666666666667,131,20
55137,5.833333333333333,167,26
55138,4.75,168,26
55139,5.083333333333333,167,26
55140,7.166666666666667,168,26
55141,3.1666666666666665,81,19
55142,2.75,81,19
55143,1.75,56,9
55144,1.5,58,9
55145,0.8333333333333334,20,5
55146,0.9166666666666666,20,5
55149,7.083333333333332,227,27
55150,7.5,227,28
55159,1.75,56,9
55160,1.5,58,9
55163,5.916666666666668,157,24
55164,5.916666666666668,157,24
55165,1.1666666666666667,43,8
55166,1.6666666666666667,43,8
55167,0.4166666666666667,17,3
55168,0.4166666666666667,17,3
55169,0.5,17,3
55170,0.3333333333333333,17,3
55171,0.4166666666666667,6,2
55172,0.4166666666666667,6,2
55173,0.4166666666666667,6,2
55174,0.4166666666666667,6,2
55175,0.4166666666666667,6,2
55176,0.4166666666666667,6,2
55177,0.4166666666666667,6,2
55178,0.4166666666666667,6,2
55179,0.3333333333333333,6,2
55180,0.4166666666666667,6,2
55181,3.5833333333333335,106,27
55182,3.5833333333333335,106,27
55183,3.6666666666666665,106,27
55184,3.6666666666666665,106,27
55207,4.283333333333333,159,19
55208,5.083333333333332,159,24
55209,6.0,159,18
55211,4.666666666666667,129,22
55212,4.75,129,15
55213,6.166666666666667,159,19
55214,5.25,159,19
55215,2.5833333333333335,74,15
55216,3.1666666666666665,74,15
55217,2.6666666666666665,74,14
55218,3.1666666666666665,74,14
55220,6.083333333333333,159,19
55221,4.666666666666667,179,24
55222,5.75,179,25
55223,9.7,267,41
55224,10.45,267,41
55225,4.25,129,21
55226,4.833333333333333,129,20
55227,1.3,51,10
55228,1.6666666666666667,51,9
55229,3.9166666666666665,108,22
55230,4.5,108,22
55231,1.5,12,4
55232,1.0,12,4
55237,1.8333333333333333,50,9
55238,1.5,50,9
55239,2.1666666666666665,51,9
55240,2.0,51,10
55301,4.083333333333333,116,13
55302,5.25,116,13
55303,5.583333333333333,125,14
55304,5.666666666666667,125,13
55305,2.0,76,7
55306,2.5,85,12
55307,2.25,76,8
55308,2.3333333333333335,85,12
55309,2.5,85,12
55310,2.1666666666666665,76,8
55311,1.5833333333333333,58,9
55312,1.6666666666666667,58,9
55313,0.5833333333333334,27,4
55314,0.5833333333333334,27,4
55315,1.3333333333333333,54,7
55316,1.3333333333333333,54,7
55317,1.3333333333333333,54,7
55318,1.25,54,7
55319,1.25,54,6
55320,1.5,54,6
55321,2.25,85,12
55322,2.4166666666666665,76,7
55323,2.25,76,6
55324,2.0,76,6
55325,10.25,319,55
55326,9.916666666666666,320,55
55327,3.9166666666666665,138,27
55328,4.083333333333333,139,27
55329,7.583333333333333,213,33
55330,5.833333333333333,214,33
55331,2.5833333333333335,107,17
55332,2.8333333333333335,107,17
55333,4.75,166,22
55334,5.083333333333333,166,22
55335,2.25,81,10
55336,2.25,81,10
55337,4.0,139,18
55338,4.0,139,18
55339,2.5833333333333335,105,14
55340,2.4166666666666665,105,7
55341,5.416666666666667,167,22
55342,5.583333333333333,167,22
55343,3.5,141,19
55344,3.5,141,19
55345,3.5,141,19
55346,3.6666666666666665,141,19
55347,2.5,81,10
55348,2.25,81,10
55349,2.5,81,10
55350,2.4166666666666665,81,10
55351,2.4166666666666665,81,10
55352,2.5,81,10
55353,2.25,105,7
55354,2.5,105,14
55355,3.5833333333333335,141,19
55356,3.3333333333333335,141,19
55357,3.3333333333333335,141,19
55358,3.75,141,19
55359,2.75,119,8
55360,3.0,119,8
55361,2.0,55,9
55362,1.9166666666666667,55,9
55363,2.0,55,9
55364,1.9166666666666667,55,9
55365,2.0,55,9
55366,1.9166666666666667,55,9
55367,2.0,55,9
55368,2.0,55,9
55369,1.6666666666666667,55,7
55370,1.8333333333333333,55,7
55371,0.75,25,3
55372,0.75,25,3
55373,0.75,25,3
55374,0.75,25,3
55375,0.75,25,3
55376,0.75,25,3
55421,2.9166666666666665,106,14
55422,3.0833333333333335,106,14
55465,2.5833333333333335,72,14
55466,2.75,72,14
55467,8.25,233,34
55468,8.833333333333334,233,34
55513,4.0,105,16
55514,4.0,105,23
55517,3.5,68,9
55518,3.0,68,9
55519,3.9166666666666665,105,16
55520,3.75,105,16
55525,1.6666666666666667,50,10
55526,2.0,50,10
55527,11.0,266,37
55528,10.333333333333334,266,37
55533,4.75,138,23
55534,4.75,139,23
55537,7.5,230,34
55538,7.5,230,35
55539,11.416666666666666,267,44
55540,9.916666666666666,267,43
55541,6.416666666666667,159,28
55542,7.633333333333334,159,28
55549,5.0,87,17
55550,3.0833333333333335,87,18
55553,5.333333333333332,138,23
55554,4.416666666666667,139,23
55555,4.083333333333333,139,20
55556,5.75,139,23
55559,5.5,139,19
55560,4.666666666666667,139,23
55563,3.75,100,13
55564,3.5,100,13
55565,4.75,139,19
55566,5.083333333333333,139,19
55567,5.583333333333333,139,19
55568,5.5,139,19
55569,0.75,21,3
55570,0.6666666666666666,21,3
55571,3.9166666666666665,100,13
55572,3.75,100,13
55575,2.5,54,5
55576,3.0,54,5
55577,2.3333333333333335,54,5
55578,2.75,54,5
55583,3.3333333333333335,100,13
55584,3.25,100,13
55601,5.916666666666667,181,26
55602,6.75,180,26
55603,5.0,160,29
55604,5.0,160,29
55615,14.083333333333334,380,33
55616,13.25,379,33
55661,2.8333333333333335,60,12
55662,2.4166666666666665,60,12
55663,9.25,256,35
55664,8.5,255,35
55665,2.5,67,10
55666,2.3333333333333335,56,9
55667,4.083333333333333,103,14
55668,3.8333333333333335,103,14
55675,4.0,140,14
55676,4.0,140,14
55677,5.25,115,22
55678,4.833333333333333,115,22
55679,3.75,140,14
55680,4.25,140,14
55681,1.25,42,5
55682,1.1666666666666667,42,5
55683,1.25,42,5
55684,1.0833333333333333,42,5
55685,2.9166666666666665,60,12
55686,2.6666666666666665,60,12
55687,4.666666666666667,101,10
55688,3.75,101,10
55689,3.75,71,15
55690,3.0,71,15
55701,3.75,90,20
55702,3.0,90,20
55703,3.2333333333333334,90,20
55704,3.3333333333333335,90,20
55707,3.75,109,24
55708,3.75,109,24
55709,1.1666666666666667,24,4
55710,1.0833333333333333,24,4
55711,7.5,232,41
55712,8.0,232,41
55713,15.0,363,45
55714,12.416666666666666,363,45
55719,2.1666666666666665,49,8
55720,2.1666666666666665,49,8
55721,4.5,95,18
55722,4.5,94,18
55725,5.583333333333333,168,23
55726,5.083333333333333,168,23
55727,3.0,93,20
55728,2.9166666666666665,94,20
55729,3.0,93,20
55730,3.3333333333333335,94,20
55733,2.8333333333333335,108,15
55734,3.0833333333333335,108,19
55735,2.9166666666666665,107,19
55736,3.0,108,19
55740,3.0,108,19
55741,2.75,108,15
55742,3.0,108,15
55743,3.0,107,19
55744,2.9166666666666665,108,15
55749,1.75,56,10
55750,1.8333333333333333,56,10
55751,1.6666666666666667,56,10
55752,1.5833333333333333,56,10
55753,8.666666666666666,268,34
55754,7.833333333333333,268,34
55755,3.0833333333333335,107,19
55756,3.0833333333333335,108,19
55763,3.0,107,19
55764,3.0,108,15
55769,3.75,90,20
55770,3.3333333333333335,90,20
55771,1.75,61,9
55772,1.75,60,9
55801,4.416666666666667,156,22
55802,4.5,156,22
55803,4.583333333333333,208,19
55804,4.666666666666667,208,19
55809,4.666666666666667,156,22
55810,5.083333333333333,156,22
55811,8.166666666666666,309,21
55812,8.333333333333334,309,21
55813,9.666666666666666,343,42
55814,9.666666666666666,343,42
55817,5.75,156,17
55818,4.916666666666667,156,17
55819,4.666666666666667,126,14
55820,3.8333333333333335,126,14
55823,0.6666666666666666,6,4
55824,0.6666666666666666,6,4
55861,4.166666666666667,95,18
55862,4.5,94,18
55893,3.0833333333333335,89,15
55894,2.75,88,15
55895,12.083333333333334,426,53
55896,11.75,425,53
55901,13.5,336,49
55902,13.666666666666666,335,49
55903,6.0,155,23
55904,6.0,155,23
55909,2.6666666666666665,102,13
55910,2.6666666666666665,102,13
55913,6.416666666666667,176,27
55914,6.083333333333333,176,27
56001,1.5,68,6
56002,1.5833333333333333,68,5
56003,1.4166666666666667,62,6
56004,1.5833333333333333,62,3
56005,1.6666666666666667,62,6
56006,1.5833333333333333,62,6
56007,1.75,60,8
56008,1.8333333333333333,60,10
56009,1.9166666666666667,70,13
56010,2.1666666666666665,70,13
56011,5.583333333333333,193,27
56012,6.166666666666667,193,27
56013,2.3333333333333335,70,14
56014,2.25,70,14
56033,2.25,76,11
56034,2.5,76,11
56035,1.75,61,12
56036,1.6666666666666667,61,12
56037,4.333333333333333,196,18
56038,4.583333333333333,196,17
56041,9.75,279,33
56042,9.416666666666666,284,31
56043,0.5,22,3
56044,0.5833333333333334,22,3
56100,3.4166666666666665,99,11
56101,3.0833333333333335,99,11
56102,1.0833333333333333,40,4
56103,1.0833333333333333,40,4
56105,2.1666666666666665,84,9
56106,2.1666666666666665,85,7
56107,2.0,85,7
56108,2.0,85,7
56109,3.8333333333333335,141,25
56110,4.0,141,22
56111,4.583333333333333,178,23
56112,6.0,180,23
56113,3.4166666666666665,120,26
56114,3.25,120,26
56115,2.0,70,17
56116,2.25,70,17
56136,4.833333333333333,45,7
56137,3.5833333333333335,45,7
56138,1.25,18,6
56139,1.1666666666666667,18,6
56140,1.1666666666666667,18,6
56141,1.3333333333333333,18,6
56142,1.0833333333333333,18,6
56143,1.25,18,6
56144,0.8333333333333334,35,4
56145,0.8333333333333334,35,4
56146,0.8333333333333334,35,4
56147,0.8333333333333334,35,4
56148,0.8333333333333334,35,4
56149,0.9166666666666666,35,4
56150,0.8333333333333334,35,4
56151,0.8333333333333334,35,4
56201,1.6666666666666667,60,13
56202,1.6666666666666667,60,13
56203,1.75,60,13
56204,1.8333333333333333,60,13
56205,0.9166666666666666,25,7
56206,0.8333333333333334,25,7
56207,1.6666666666666667,60,13
56208,1.8333333333333333,60,13
56209,1.8333333333333333,60,13
56210,1.75,60,13
56215,7.25,294,34
56216,7.25,294,34
56217,2.5,96,7
56218,2.8333333333333335,96,7
56221,1.75,69,14
56222,1.75,69,14
56223,4.5,165,29
56224,4.166666666666667,165,29
56225,2.0833333333333335,69,14
56226,1.8333333333333333,69,14
56227,7.083333333333333,273,41
56228,7.333333333333333,273,41
56231,3.4166666666666665,138,20
56232,3.25,138,22
56237,3.3333333333333335,138,22
56238,3.3333333333333335,138,21
56241,5.416666666666667,220,22
56242,5.583333333333333,219,22
56261,10.75,290,43
56262,8.5,290,41
56263,4.333333333333332,138,17
56264,4.083333333333332,138,17
56265,3.9166666666666665,167,21
56266,3.9166666666666665,167,21
56267,4.416666666666667,167,21
56268,4.166666666666667,167,21
56269,6.166666666666667,275,16
56270,6.333333333333333,275,16
56271,3.1666666666666665,114,11
56272,2.8333333333333335,114,11
56273,8.25,305,36
56274,7.25,303,36
56275,9.25,372,32
56276,9.083333333333334,372,31
56277,6.583333333333333,244,20
56278,6.75,244,20
56281,5.25,198,27
56282,5.083333333333333,198,27
56300,2.1666666666666665,84,14
56301,2.0,85,14
56302,1.5833333333333333,56,12
56303,1.5833333333333333,56,12
56304,7.5,231,44
56305,2.6666666666666665,96,14
56307,2.0833333333333335,64,18
56308,2.0,64,18
56309,1.8333333333333333,64,18
56310,2.0,71,14
56311,2.0,72,14
56313,1.8333333333333333,72,14
56315,2.0,72,14
56316,1.9166666666666667,71,14
56317,2.75,78,16
56318,2.4166666666666665,77,16
56319,13.666666666666666,531,39
56320,13.0,532,46
56323,11.333333333333334,404,54
56324,12.0,404,54
56331,1.3333333333333333,44,10
56332,1.4166666666666667,44,10
56333,2.0,52,11
56334,1.8333333333333333,52,11
56335,1.9166666666666667,52,11
56336,1.75,52,11
56337,1.4166666666666667,44,10
56338,1.4166666666666667,44,10
56361,3.1666666666666665,107,22
56362,5.583333333333333,173,33
56363,5.166666666666667,173,33
56364,3.5,107,22
56365,9.416666666666666,302,43
56366,10.583333333333334,302,43
56370,2.6666666666666665,96,18
56371,2.5833333333333335,96,17
56373,0.5,22,3
56374,0.5833333333333334,22,3
56375,2.9166666666666665,96,18
56376,2.75,96,17
56377,1.0833333333333333,43,8
56378,1.0833333333333333,43,6
56379,1.75,56,12
56380,2.5833333333333335,100,19
56381,2.4166666666666665,100,11
56382,2.4166666666666665,100,12
56383,2.9166666666666665,100,19
56384,1.5833333333333333,56,12
56385,1.75,58,12
56386,1.75,59,9
56387,2.9166666666666665,114,14
56388,2.9166666666666665,114,17
56389,1.8333333333333333,58,10
56390,1.8333333333333333,59,9
56391,4.333333333333333,155,25
56392,4.583333333333333,155,25
56393,2.5833333333333335,96,14
56394,2.5,95,14
56501,22.416666666666668,693,66
56502,19.666666666666668,691,68
56503,22.583333333333332,747,78
56504,20.5,749,79
56505,0.5833333333333334,17,6
56506,0.5833333333333334,16,6
56507,3.0833333333333335,84,17
56508,2.5833333333333335,85,17
56509,3.0,84,17
56510,2.5,85,17
56511,0.5833333333333334,17,6
56512,0.5833333333333334,16,6
56513,15.333333333333334,568,57
56514,15.25,567,58
56515,13.0,470,63
56516,13.166666666666666,469,63
56517,2.5,93,13
56518,2.5833333333333335,93,12
56519,1.25,33,5
56520,1.0,33,5
56600,2.3333333333333335,85,16
56601,2.25,85,16
56602,5.916666666666667,175,35
56603,6.333333333333333,207,41
56604,2.8333333333333335,98,14
56605,4.083333333333333,131,20
56610,3.6666666666666665,110,19
56611,2.75,109,19
56612,1.6666666666666667,66,12
56613,1.5833333333333333,66,12
56614,1.5833333333333333,66,12
56616,1.6666666666666667,66,12
56617,1.5833333333333333,66,12
56619,1.5833333333333333,66,12
56620,1.6666666666666667,66,12
56621,1.6666666666666667,66,12
56640,6.833333333333333,326,30
56641,7.916666666666667,324,30
56642,1.5,49,5
56643,1.4166666666666667,48,5
56644,1.5,49,4
56645,1.3333333333333333,48,4
56646,2.6666666666666665,91,11
56647,2.3333333333333335,90,11
56650,7.75,273,40
56651,7.416666666666667,273,40
56652,2.75,89,20
56653,2.4166666666666665,89,20
56654,6.0,220,40
56655,3.3333333333333335,131,22
56656,3.4166666666666665,131,23
56657,2.25,89,20
56659,1.1666666666666667,48,11
56661,2.1666666666666665,83,13
56663,3.8333333333333335,118,22
56664,3.4166666666666665,119,22
56665,5.25,182,20
56666,5.083333333333333,179,20
56700,11.833333333333334,410,46
56701,14.916666666666666,409,49
56703,2.4166666666666665,93,12
56704,2.25,94,11
56705,9.166666666666666,333,43
56706,8.416666666666666,334,42
56707,1.3333333333333333,62,8
56708,1.5,62,8
56709,3.4166666666666665,120,12
56710,2.9166666666666665,120,12
56711,5.0,145,26
56714,5.083333333333333,145,18
56715,5.833333333333333,196,19
56716,5.583333333333333,188,19
56717,2.4166666666666665,88,9
56718,1.9166666666666667,73,8
56719,0.3333333333333333,15,2
56721,3.9166666666666665,161,17
56722,3.8333333333333335,161,17
56723,3.6666666666666665,161,17
56724,3.8333333333333335,161,17
56725,4.5,161,17
56726,4.0,161,17
56731,3.5,173,14
56732,3.75,173,14
56733,3.6666666666666665,173,14
56734,3.75,173,14
56735,4.166666666666667,173,14
56736,3.9166666666666665,173,14
56741,2.8333333333333335,59,10
56742,2.0833333333333335,60,10
56761,1.75,61,12
56762,1.75,61,12
56763,1.5,61,12
56764,1.5833333333333333,61,12
56765,1.9166666666666667,61,12
56766,1.75,61,12
56767,4.416666666666667,121,20
56768,4.166666666666667,121,20
56769,11.5,459,43
56770,11.333333333333334,458,43
56796,2.0833333333333335,72,17
56797,2.5833333333333335,78,18
56798,3.0,78,18
56799,2.25,72,17
56800,2.25,72,17
