Train_No,Journey_Duration_Hours,Total_Distance,Number_of_Stops
17038,17.166666666666668,2121,28
17057,17.333333333333332,875,30
17058,18.75,875,29
17063,12.0,615,23
17064,12.583333333333334,615,23
17201,7.75,391,24
17202,8.25,390,25
17203,16.833333333333332,2051,31
17204,16.0,2053,32
17205,2.4166666666666665,1346,39
17206,3.3,1347,39
17207,22.083333333333332,1129,32
17208,22.716666666666665,1130,32
17209,19.75,962,35
17210,18.916666666666668,962,36
17211,18.5,768,21
17212,16.75,768,21
17213,22.083333333333332,1092,23
17214,23.75,1092,23
17215,13.833333333333334,619,16
17216,14.833333333333334,619,16
17221,2.3333333333333335,1306,23
17222,1.0833333333333333,1306,23
17225,15.583333333333334,693,26
17226,15.75,691,26
17229,5.666666666666667,1562,43
17230,7.083333333333333,1563,43
17231,23.583333333333332,1048,27
17232,23.75,1048,28
17233,9.583333333333334,375,34
17234,8.583333333333334,374,34
17235,14.583333333333334,669,16
17236,13.916666666666666,668,16
17239,10.333333333333334,382,27
17240,8.166666666666666,383,26
17241,2.0,76,8
17242,2.0833333333333335,77,8
17255,10.5,462,21
17256,10.916666666666666,464,21
17301,9.5,493,18
17302,10.5,490,17
17305,2.0833333333333335,90,4
17307,22.666666666666668,993,34
17308,23.666666666666668,994,32
17309,15.5,665,18
17310,15.083333333333334,662,18
17311,22.0,1029,24
17312,21.25,1027,25
17315,3.4166666666666665,1269,24
17316,6.25,1273,27
17317,15.5,732,16
17318,16.5,731,16
17319,14.916666666666666,660,22
17320,15.833333333333334,661,22
17321,18.416666666666668,796,12
17322,20.333333333333332,797,13
17323,18.166666666666668,2037,24
17324,15.916666666666666,2037,24
17325,12.666666666666666,607,25
17326,12.916666666666666,609,25
17401,10.166666666666666,466,21
17402,9.583333333333334,466,21
17403,2.3333333333333335,94,8
17404,2.75,94,9
17405,0.8333333333333334,1154,61
17406,0.6666666666666666,1153,62
17407,10.666666666666666,462,19
17408,10.833333333333334,463,19
17409,4.0,184,9
17410,4.0,184,9
17411,11.083333333333334,517,18
17412,10.916666666666666,517,19
17413,6.75,302,11
17414,6.75,302,11
17415,19.583333333333332,904,31
17416,20.416666666666668,903,32
17417,5.25,1419,37
17418,4.083333333333333,1419,38
17419,18.666666666666668,778,31
17420,18.833333333333332,777,26
17479,3.8333333333333335,1231,72
17480,4.083333333333333,1231,73
17481,6.25,1402,65
17482,7.083333333333333,1400,66
17487,15.0,735,36
17488,15.333333333333334,736,33
17603,13.416666666666666,653,18
17604,13.5,652,18
17605,3.5833333333333335,1522,28
17606,5.5,1518,28
17609,8.0,1736,17
17610,8.333333333333334,1738,17
17613,17.416666666666668,667,13
17614,15.5,667,14
17615,0.5,1283,23
17616,1.1666666666666667,1286,23
17617,11.75,604,20
17618,11.75,604,20
17619,5.75,236,8
17620,5.5,236,8
17621,23.25,1148,28
17622,1.0,1148,28
17623,10.5,1675,29
17624,11.083333333333334,1677,29
17625,8.0,347,21
17626,9.416666666666666,341,19
17639,11.333333333333334,513,21
17640,10.75,513,21
17641,16.0,730,32
17642,15.75,730,32
17643,18.166666666666668,759,36
17644,17.833333333333332,760,36
17651,16.333333333333332,825,21
17652,16.5,824,23
17687,9.083333333333334,416,24
17688,9.333333333333334,419,24
18005,1.25,1163,48
18006,2.0,1164,46
18007,5.333333333333333,260,13
18008,6.333333333333333,259,13
18009,16.5,2000,24
18010,18.5,2002,24
18029,14.333333333333334,1957,83
18030,13.833333333333334,1955,82
18047,15.583333333333334,2128,44
18048,15.5,2125,45
18101,23.333333333333332,2017,71
18102,20.0,2017,72
18103,9.25,1746,25
18104,9.166666666666666,1747,25
18107,13.75,644,13
18108,13.5,644,13
18111,23.5,2434,42
18112,1.75,2421,42
18117,16.916666666666668,796,26
18118,17.5,796,26
18181,18.833333333333332,629,37
18182,18.0,629,37
18183,11.5,507,36
18184,11.583333333333334,507,35
18189,2.8333333333333335,159,9
18190,3.0,159,10
18191,18.333333333333332,685,33
18192,19.083333333333332,687,31
18201,2.9166666666666665,1207,25
18202,3.0833333333333335,1212,25
18203,17.666666666666668,879,20
18204,18.833333333333332,883,21
18205,2.9166666666666665,1153,24
18206,5.333333333333333,1161,24
18207,1.8333333333333333,1396,22
18208,2.75,1404,22
18211,14.5,660,15
18212,16.833333333333332,665,15
18213,23.333333333333332,1250,20
18214,0.5833333333333334,1258,20
18215,12.583333333333334,1906,26
18216,14.166666666666666,1916,26
18233,0.0,1008,72
18234,0.16666666666666666,1009,74
18235,19.833333333333332,720,67
18236,21.666666666666668,721,67
18237,17.916666666666668,1998,85
18238,20.083333333333332,1990,89
18239,11.583333333333334,520,31
18240,7.416666666666668,406,18
18241,11.166666666666666,463,32
18242,11.666666666666666,471,32
18243,10.666666666666666,1818,33
18244,11.166666666666666,1808,33
18245,11.416666666666666,1884,33
18246,12.833333333333334,1874,33
18247,11.25,468,39
18248,11.666666666666666,465,39
18301,6.583333333333333,321,20
18302,6.083333333333333,321,20
18303,6.583333333333333,340,16
18304,6.75,340,16
18309,9.0,378,14
18310,9.583333333333334,381,14
18311,19.75,890,37
18312,19.25,893,37
18401,4.416666666666667,2779,41
18402,1.8333333333333333,2775,41
18403,2.5833333333333335,126,6
18404,2.9166666666666665,126,6
18405,13.083333333333334,2013,40
18406,13.5,2005,40
18407,8.75,1697,26
18408,7.583333333333333,1691,26
18409,9.583333333333334,504,20
18410,9.666666666666666,503,21
18413,4.5,172,12
18414,3.75,172,12
18415,10.75,396,30
18416,10.416666666666666,396,30
18419,23.166666666666668,998,24
18420,22.166666666666668,998,24
18421,22.416666666666668,2483,41
18422,1.0833333333333333,2479,41
18425,17.166666666666668,810,28
18426,17.0,803,28
18437,3.3333333333333335,146,11
18438,3.5,146,11
18447,17.666666666666668,784,41
18448,18.0,784,41
18449,19.583333333333332,926,27
18450,18.25,926,27
18451,15.333333333333334,686,24
18452,15.083333333333334,686,25
18463,6.583333333333333,1546,47
18464,6.833333333333333,1545,46
18477,0.0,2347,76
18478,0.3333333333333333,2354,75
18495,10.166666666666666,1884,25
18496,11.0,1884,25
18501,15.416666666666666,2116,29
18502,15.833333333333334,2113,29
18503,3.25,1406,25
18504,2.9166666666666665,1405,25
18507,23.666666666666668,2552,48
18508,0.08333333333333333,2556,48
18511,7.0,357,12
18512,7.083333333333333,357,11
18517,15.0,726,31
18518,15.083333333333334,727,31
18519,5.25,1512,20
18520,4.333333333333333,1497,20
18567,6.166666666666667,1572,33
18568,4.25,1576,33
18573,16.583333333333332,2056,35
18574,17.916666666666668,2060,35
18605,16.5,637,17
18606,17.0,640,17
18609,15.0,2014,29
18610,15.583333333333334,2018,29
18611,12.75,574,30
18612,12.666666666666666,576,30
18613,10.0,480,20
18614,11.416666666666666,482,20
18615,9.25,430,17
18616,9.416666666666666,426,17
18619,9.833333333333334,400,17
18620,9.833333333333334,402,17
18621,14.666666666666666,571,42
18622,15.666666666666666,569,43
18623,11.25,417,26
18624,11.416666666666666,414,25
18625,9.333333333333334,417,21
18626,9.5,414,21
18631,9.166666666666666,1663,39
18632,8.75,1665,39
18637,10.25,1884,27
18638,12.666666666666666,1884,27
18645,6.166666666666667,1602,59
18646,6.333333333333333,1602,61
18695,3.0,64,8
18696,2.4166666666666665,64,8
18697,8.166666666666666,314,27
18698,8.5,314,27
19015,21.25,958,63
19016,22.166666666666668,958,62
19019,17.5,1676,98
19020,18.333333333333332,1678,92
19021,6.166666666666667,1681,23
19022,7.833333333333333,1681,23
19023,14.833333333333334,1759,94
19024,14.583333333333334,1762,97
19025,11.5,567,21
19026,12.0,567,21
19027,13.166666666666666,1878,33
19028,12.916666666666666,1879,33
19031,2.25,1200,43
19032,1.8333333333333333,1203,43
19033,6.333333333333333,297,27
19034,6.25,297,27
19035,2.25,99,10
19036,2.6666666666666665,99,11
19037,15.083333333333334,1832,68
19038,15.25,1831,68
19039,23.166666666666668,2142,82
19040,22.583333333333332,2140,82
19041,11.083333333333334,1909,31
19042,12.333333333333334,1910,27
19045,8.75,1732,35
19046,9.666666666666666,1730,35
19051,11.0,1786,17
19052,9.416666666666666,1785,17
19053,22.333333333333332,2121,25
19054,21.5,2120,25
19055,16.25,750,18
19056,15.583333333333334,751,18
19057,3.083333333333332,1403,13
19058,5.25,1402,13
19061,5.75,1635,28
19062,6.083333333333333,1636,28
19063,6.25,1596,18
19064,6.75,1595,18
19107,7.083333333333333,1537,19
19108,10.166666666666666,1539,19
19115,16.0,843,29
19116,15.333333333333334,843,29
19119,9.333333333333334,435,19
19120,9.5,435,19
19151,6.0,300,17
19152,5.916666666666667,300,17
19165,22.25,1945,70
19166,23.166666666666668,1945,72
19167,12.583333333333334,1600,57
19168,13.25,1601,57
19201,8.916666666666666,1690,29
19202,9.833333333333334,1689,29
19215,21.25,958,63
19217,15.666666666666666,807,30
19218,15.75,807,33
19223,8.25,1474,58
19224,7.166666666666667,1476,60
19225,11.916666666666666,489,24
19226,12.25,489,24
19251,9.833333333333334,438,17
19252,9.416666666666666,438,17
19259,21.5,2274,41
19260,19.583333333333332,2270,41
19261,21.5,2427,30
19262,20.583333333333332,2423,30
19263,4.416666666666667,1394,28
19264,4.583333333333333,1396,32
19269,2.9166666666666665,2465,35
19270,2.0833333333333335,2465,35
19301,14.166666666666666,1895,32
19302,17.916666666666668,1895,32
19303,5.583333333333332,262,18
19304,5.666666666666668,262,17
19307,1.1666666666666667,1100,19
19308,22.416666666666668,1102,19
19309,12.083333333333334,563,19
19310,11.25,564,19
19311,17.916666666666668,969,17
19312,19.583333333333332,970,17
19313,3.3333333333333335,1347,17
19314,3.9166666666666665,1347,17
19321,3.3333333333333335,1394,17
19322,3.9166666666666665,1395,17
19323,4.083333333333333,217,7
19324,4.333333333333333,217,7
19325,5.083333333333333,1323,24
19326,3.25,1326,24
19327,7.233333333333333,302,16
19328,6.75,302,16
19329,11.75,481,18
19330,12.416666666666666,481,18
19331,18.25,2300,32
19332,21.416666666666668,2296,32
19401,2.8333333333333335,1298,27
19402,3.916666666666668,1300,27
19403,6.0,1550,20
19404,6.083333333333333,1552,20
19407,8.666666666666666,1693,21
19408,8.333333333333334,1696,21
19409,7.833333333333333,1569,29
19410,8.75,1569,29
19411,9.666666666666666,489,12
19412,9.166666666666666,491,12
19413,9.166666666666666,2617,37
19414,6.083333333333333,2618,37
19415,11.75,1716,31
19416,13.583333333333334,1718,31
19419,9.75,1721,26
19420,7.5,1719,27
19421,10.0,1666,29
19422,12.166666666666666,1669,28
19565,11.166666666666666,1662,33
19566,10.333333333333334,1664,33
19567,3.583333333333332,2730,42
19568,7.25,2730,43
19571,4.666666666666667,201,15
19572,4.25,201,15
19573,19.916666666666668,1049,20
19574,21.166666666666668,1051,20
19575,22.333333333333332,1126,20
19576,23.166666666666668,1126,20
19577,21.5,2438,29
19578,1.3333333333333333,2434,29
19579,21.75,1102,24
19580,21.5,1105,24
19601,18.25,2235,29
19602,19.666666666666668,2232,29
19607,18.25,2000,30
19608,22.083333333333332,2004,30
19609,21.333333333333332,968,29
19611,20.833333333333332,1006,31
19612,19.5,1006,31
19613,16.833333333333332,847,26
19614,16.166666666666668,847,26
19659,12.55,1880,24
19660,13.916666666666666,1883,24
19665,21.166666666666668,1080,29
19666,21.5,1080,29
19707,22.0,1103,39
19708,21.916666666666668,1106,39
19709,0.4166666666666667,2213,37
19710,23.416666666666668,2210,37
19711,17.25,792,34
19712,16.583333333333332,792,34
19713,10.416666666666666,1726,31
19714,8.916666666666666,1726,31
19715,13.416666666666666,675,17
19716,13.583333333333334,674,17
19717,12.25,569,17
19718,12.083333333333334,569,17
19803,0.8333333333333334,1125,30
19804,1.9166666666666667,1127,30
19805,21.75,1084,22
19806,20.583333333333332,1086,22
19807,4.666666666666667,238,11
19808,4.833333333333333,239,11
20501,16.833333333333332,2412,16
20502,17.666666666666668,2413,16
20601,8.833333333333334,558,6
20602,8.916666666666666,554,7
20651,4.916666666666667,273,11
20652,4.916666666666667,273,11
20809,3.0833333333333335,1486,22
20810,2.9166666666666665,1484,22
20811,17.583333333333332,981,13
20812,17.666666666666668,978,13
20813,20.0,2433,43
20814,20.0,2426,43
20815,15.5,862,24
20816,15.666666666666666,862,24
20817,3.5,1893,13
20818,3.5,1894,13
20889,19.083333333333332,1234,8
20890,19.416666666666668,1233,8
20901,3.5833333333333335,185,4
20902,3.1666666666666665,185,4
20903,2.6666666666666665,1536,11
20904,3.5,1535,11
21067,1.9833333333333334,95,4
21068,1.6666666666666667,95,4
21107,1.0,63,2
21108,1.1666666666666667,63,2
21125,13.75,643,17
21126,14.75,643,17
22101,4.666666666666667,260,7
22102,4.7,260,8
22103,3.3333333333333335,1600,17
22104,5.083333333333332,1599,17
22105,3.4166666666666665,191,8
22106,3.4166666666666665,191,7
22109,19.916666666666668,1501,9
22110,20.0,1504,9
22111,10.583333333333334,603,20
22112,10.416666666666666,604,20
22113,3.5,1513,26
22114,3.5833333333333335,1517,26
22115,9.833333333333334,545,8
22116,9.916666666666666,547,8
22117,12.0,730,10
22118,13.083333333333334,730,10
22119,8.333333333333334,561,7
22120,8.5,563,7
22121,23.416666666666668,1411,11
22122,1.1666666666666667,1411,11
22123,14.0,892,10
22124,15.916666666666666,892,10
22125,3.25,1518,10
22126,0.25,1521,10
22127,19.25,1122,21
22128,19.25,1123,21
22131,3.0833333333333335,1543,19
22132,3.8333333333333335,1543,19
22133,11.833333333333334,644,13
22134,11.833333333333334,644,13
22135,12.5,780,16
22136,14.083333333333334,780,16
22137,16.916666666666668,961,14
22138,17.25,961,14
22140,8.0,457,8
22143,12.25,667,17
22144,12.083333333333334,667,17
22145,2.4833333333333334,136,9
22146,2.4833333333333334,136,9
22147,6.0,330,8
22148,6.0,330,8
22149,0.5833333333333334,1371,18
22150,0.08333333333333333,1366,18
22151,20.833333333333332,1191,19
22152,21.583333333333332,1193,19
22161,4.833333333333333,290,11
22162,5.083333333333333,292,11
22163,6.666666666666667,367,9
22164,6.666666666666667,367,9
22165,11.75,656,11
22166,12.0,655,11
22168,18.583333333333332,1050,11
22181,14.25,883,15
22182,14.5,886,15
22187,5.5,330,10
22188,6.083333333333333,330,10
22189,4.25,238,11
22190,4.25,238,11
22191,10.0,554,19
22192,10.0,554,19
22201,7.916666666666668,527,3
22202,8.25,526,3
22203,10.5,708,3
22204,10.25,708,3
22205,8.666666666666666,553,3
22206,8.583333333333334,555,3
22207,14.333333333333334,901,11
22208,14.5,904,11
22209,17.25,1373,5
22210,16.833333333333332,1376,5
22213,8.583333333333334,538,4
22214,8.916666666666666,539,4
22307,3.75,172,5
22308,2.8333333333333335,173,5
22309,9.916666666666666,560,8
22310,10.25,560,8
22321,4.333333333333333,239,10
22322,4.333333333333333,240,10
22323,13.666666666666666,757,9
22324,13.75,758,9
22351,0.6666666666666666,2706,28
22352,0.08333333333333333,2712,28
22356,21.166666666666668,1142,16
22387,4.916666666666667,269,16
22388,4.916666666666667,270,16
22401,10.666666666666666,630,8
22402,10.333333333333334,630,8
22403,16.916666666666668,2364,15
22404,18.166666666666668,2363,15
22405,18.833333333333332,1193,22
22406,17.833333333333332,1193,22
22407,14.75,780,9
22408,13.833333333333334,780,9
22409,16.333333333333332,968,10
22410,14.666666666666666,968,10
22411,14.083333333333334,2127,16
22412,14.083333333333334,2130,16
22413,2.6666666666666665,1908,10
22414,1.9166666666666667,1907,10
22415,10.5,2083,21
22416,11.416666666666666,2083,21
22417,13.5,768,9
22418,13.833333333333334,768,9
22419,14.833333333333334,809,12
22420,14.75,809,12
22421,11.25,623,22
22422,11.25,624,22
22423,19.75,1086,16
22424,19.5,1087,16
22427,14.666666666666666,876,11
22428,15.5,876,11
22429,10.083333333333334,553,15
22430,10.0,553,17
22431,22.75,1255,18
22432,22.666666666666668,1255,18
22433,15.166666666666666,822,11
22434,14.333333333333334,824,10
22439,8.0,655,5
22441,3.1666666666666665,194,9
22442,3.1666666666666665,194,9
22443,4.75,1607,22
22444,3.4166666666666665,1608,22
22445,16.25,897,14
22446,16.25,897,14
22447,1.25,63,2
22448,1.1666666666666667,63,2
22451,4.083333333333333,1580,24
22452,3.5833333333333335,1583,24
22453,7.916666666666667,458,10
22454,8.25,458,10
22455,2.5,1615,15
22456,3.25,1618,15
22457,9.833333333333334,1849,26
22458,8.0,1852,26
22461,11.666666666666666,654,8
22462,11.5,654,8
22463,3.6666666666666665,172,4
22464,2.8333333333333335,173,4
22471,7.916666666666667,455,14
22472,7.916666666666667,455,14
22473,21.916666666666668,1211,23
22474,22.0,1209,23
22475,19.666666666666668,2478,34
22476,21.083333333333332,2482,34
22477,4.833333333333333,312,12
22478,4.833333333333333,311,12
22481,10.583333333333334,620,19
22482,10.75,619,19
22483,9.75,558,14
22484,9.25,558,14
22487,2.3333333333333335,91,7
22488,2.5833333333333335,91,7
22497,9.333333333333334,3101,37
22501,17.583333333333332,3617,41
22502,17.583333333333332,3617,39
22511,6.916666666666667,3011,27
22512,5.25,3006,27
22531,16.0,879,22
22532,16.083333333333332,884,22
22601,1.3333333333333333,1391,23
22602,1.25,1391,24
22603,7.25,1779,20
22604,7.75,1782,20
22605,10.75,1984,30
22606,11.416666666666666,1986,30
22607,11.25,617,14
22608,11.166666666666666,616,14
22609,7.333333333333333,404,14
22610,7.166666666666667,405,14
22611,17.5,2295,22
22612,17.75,2295,22
22613,3.8333333333333335,1661,15
22614,4.083333333333333,1662,15
22615,7.833333333333333,466,8
22616,7.666666666666667,469,8
22617,6.0,336,9
22618,5.833333333333333,336,9
22619,21.083333333333332,2494,30
22620,20.333333333333332,2494,30
22621,7.333333333333332,399,12
22622,7.333333333333332,398,12
22623,10.0,556,11
22624,10.083333333333334,557,11
22625,5.75,360,11
22626,6.0,361,12
22627,8.333333333333334,457,13
22628,8.333333333333334,457,13
22629,7.333333333333332,1758,26
22630,7.833333333333333,1763,26
22631,20.583333333333332,2560,32
22632,19.333333333333332,2558,32
22633,0.0,2841,29
22634,3.083333333333332,2840,29
22635,5.75,319,10
22636,5.75,320,10
22637,16.416666666666668,896,31
22638,16.333333333333332,898,32
22639,13.75,753,25
22640,13.75,755,26
22641,20.916666666666668,2565,37
22642,21.666666666666668,2564,37
22643,2.75,2785,44
22644,2.25,2782,42
22645,0.4166666666666667,2643,52
22646,23.0,2648,51
22647,21.583333333333332,2510,55
22648,21.25,2508,55
22649,7.166666666666668,390,18
22650,7.083333333333332,393,18
22651,13.333333333333334,669,19
22652,13.25,671,20
22653,1.1666666666666667,2854,28
22654,4.25,2852,28
22655,0.6666666666666666,2841,28
22656,4.25,2840,28
22659,9.416666666666666,3154,26
22660,9.416666666666666,3152,27
22661,10.75,592,19
22662,10.833333333333334,592,20
22663,18.75,2353,27
22664,18.833333333333332,2352,27
22667,9.5,531,14
22668,9.333333333333334,532,14
22669,0.6666666666666666,31,4
22670,0.6666666666666666,31,4
22677,15.5,844,13
22678,15.416666666666666,845,13
22679,3.1666666666666665,226,10
22680,3.1666666666666665,211,10
22681,9.083333333333334,499,12
22682,8.833333333333334,498,11
22683,19.0,2352,30
22684,19.0,2338,31
22685,4.583333333333333,2846,18
22686,2.9166666666666665,2845,18
22687,2.4166666666666665,126,4
22688,2.25,126,4
22691,9.916666666666666,2337,15
22692,9.916666666666666,2355,15
22697,15.333333333333334,828,18
22698,15.333333333333334,829,17
22705,3.9166666666666665,2964,14
22706,5.916666666666667,2965,14
22707,13.166666666666666,760,18
22708,13.166666666666666,759,18
22801,14.583333333333334,804,16
22803,10.75,664,11
22804,11.0,663,11
22805,8.083333333333334,1871,18
22806,9.0,1869,18
22807,3.75,1657,18
22808,2.25,1656,18
22809,9.333333333333334,552,17
22810,9.25,552,17
22811,23.0,1717,14
22812,22.75,1718,14
22813,7.25,490,12
22814,8.833333333333334,489,12
22815,13.333333333333334,2144,23
22816,12.75,2145,23
22817,11.583333333333334,2106,21
22818,14.333333333333334,2107,23
22819,7.333333333333333,442,27
22821,3.3333333333333335,188,11
22822,3.25,189,11
22823,1.1666666666666667,1802,13
22824,0.3333333333333333,1802,13
22825,3.4166666666666665,1662,24
22826,5.083333333333333,1661,24
22827,7.583333333333332,1766,18
22828,7.666666666666667,1759,18
22829,19.583333333333332,2431,31
22830,20.21666666666667,2431,31
22831,6.833333333333333,1765,19
22832,7.166666666666667,1764,19
22833,1.0,1511,19
22834,1.75,1514,19
22835,8.75,502,11
22836,8.916666666666666,500,11
22837,16.666666666666668,2234,28
22838,16.666666666666668,2238,27
22839,7.333333333333333,417,12
22840,7.5,417,12
22843,17.583333333333332,966,22
22844,17.5,964,22
22845,6.333333333333333,1771,19
22846,6.75,1779,19
22847,4.583333333333333,1662,23
22848,5.083333333333333,1655,24
22849,2.25,1590,20
22850,3.4166666666666665,1589,20
22851,17.666666666666668,2485,40
22852,19.0,2485,40
22853,14.083333333333334,882,16
22854,15.25,880,16
22855,1.8333333333333333,1613,18
22856,2.5,1612,18
22857,2.9166666666666665,1567,11
22858,3.1666666666666665,1566,11
22859,21.416666666666668,1247,21
22860,22.5,1247,21
22861,4.833333333333333,288,10
22862,5.166666666666667,288,10
22863,5.083333333333333,1957,12
22864,5.25,1959,12
22865,8.5,1853,18
22866,8.083333333333334,1860,18
22867,21.333333333333332,1255,16
22868,22.083333333333332,1266,16
22869,13.833333333333334,780,13
22870,13.25,780,13
22871,20.75,1178,19
22872,21.333333333333332,1178,19
22873,15.083333333333334,930,17
22874,15.583333333333334,930,16
22875,3.9166666666666665,207,14
22876,3.9166666666666665,207,14
22877,13.0,2289,24
22878,14.416666666666666,2293,24
22879,20.75,1178,21
22880,21.333333333333332,1178,21
22881,6.083333333333333,1705,14
22882,6.666666666666668,1706,14
22883,5.0,1493,27
22884,7.0,1504,28
22885,1.0,1701,14
22886,1.8333333333333333,1704,14
22887,8.916666666666666,1970,19
22888,8.583333333333334,1973,20
22889,9.916666666666666,550,13
22890,9.666666666666666,550,13
22891,8.333333333333334,469,14
22892,8.333333333333334,466,15
22893,5.583333333333333,1795,16
22894,5.416666666666667,1801,16
22897,3.3666666666666667,185,9
22898,3.3666666666666667,186,9
22901,16.916666666666668,944,16
22902,16.666666666666668,945,16
22903,12.75,838,8
22904,13.25,838,8
22905,3.0,176,5
22906,3.6666666666666665,176,5
22907,23.666666666666668,1352,18
22908,1.25,1348,18
22909,13.5,2073,24
22910,13.333333333333334,2075,24
22911,7.25,1744,34
22912,7.833333333333332,1745,34
22914,8.416666666666666,1846,13
22915,0.5,1404,30
22916,1.0,1405,30
22917,4.083333333333333,1610,26
22918,3.25,1613,26
22919,7.083333333333332,1721,12
22920,7.083333333333333,1719,12
22925,1.5,69,3
22926,1.75,69,3
22927,8.666666666666666,480,22
22928,8.666666666666666,480,17
22929,4.166666666666667,234,14
22930,4.083333333333333,234,14
22931,22.25,1226,27
22932,22.25,1227,27
22933,18.916666666666668,1146,15
22934,18.833333333333332,1147,15
22935,14.083333333333334,787,12
22936,14.25,787,12
22937,3.25,1600,23
22938,4.333333333333333,1600,23
22939,6.416666666666668,1689,23
22940,6.666666666666667,1697,23
22941,1.5,1393,16
22942,0.25,1396,16
22943,16.916666666666668,963,17
22944,17.5,963,17
22945,18.0,986,30
22946,18.0,986,31
22949,0.4166666666666667,1342,27
22951,15.583333333333334,853,15
22952,15.583333333333334,853,15
22953,8.916666666666666,490,27
22954,8.916666666666666,490,27
22955,15.083333333333334,838,22
22956,15.166666666666666,838,22
22957,7.833333333333332,430,16
22959,10.166666666666666,556,21
22960,10.083333333333334,556,21
22961,9.75,547,18
22962,9.916666666666666,547,18
22963,13.916666666666666,780,18
22964,14.083333333333334,780,18
22965,16.916666666666668,929,10
22966,17.083333333333332,931,10
22967,2.6666666666666665,1488,20
22968,3.083333333333332,1487,20
22969,13.083333333333334,2023,23
22970,10.916666666666666,2024,23
22971,9.5,1847,14
22972,8.383333333333333,1846,14
22973,20.0,2436,38
22974,20.166666666666668,2443,38
22981,16.666666666666668,918,28
22982,16.166666666666668,919,28
22983,7.75,432,14
22989,15.583333333333334,881,16
22990,15.75,881,16
22991,15.833333333333334,910,12
22992,16.5,910,12
22993,15.75,881,15
22994,16.0,881,15
22995,3.5,185,4
22996,3.1666666666666665,185,4
23141,0.8333333333333334,30,3
23142,0.75,30,3
23225,3.1666666666666665,109,11
23226,3.6666666666666665,109,11
23345,2.4166666666666665,81,6
23346,1.9166666666666667,81,6
23347,6.0,204,11
23348,5.666666666666667,204,11
24041,0.8333333333333334,24,3
24042,0.9166666666666666,24,3
24227,6.833333333333333,349,15
24228,7.5,349,15
24369,20.666666666666668,740,38
24370,20.0,740,38
24887,3.5,157,6
24888,4.333333333333333,157,6
25013,2.5,76,3
25014,2.083333333333332,76,3
25035,1.5,76,3
25036,1.9166666666666667,76,3
25201,1.5833333333333333,58,6
25202,1.25,58,6
25631,3.1666666666666665,173,4
25632,3.8333333333333335,172,4
25657,9.666666666666666,1358,37
25658,8.916666666666666,1357,37
28181,4.916666666666667,179,14
28182,4.5,179,14
29019,4.666666666666667,276,8
29020,4.916666666666667,276,8
30111,2.066666666666667,45,23
30112,1.7833333333333334,33,19
30116,0.85,25,14
30121,1.9333333333333333,51,26
30122,2.216666666666667,60,29
30123,1.65,49,25
30128,2.45,66,32
30135,2.683333333333333,84,34
30142,3.216666666666667,128,42
30145,2.6166666666666667,102,34
30152,1.6833333333333333,53,21
30154,1.5833333333333333,53,21
30211,0.48333333333333334,9,8
30311,1.25,28,18
30312,1.5333333333333334,33,21
30313,1.4666666666666666,33,21
30314,1.5333333333333334,41,23
30317,1.8166666666666667,41,23
30321,3.1166666666666667,85,35
30322,2.3833333333333333,77,34
30324,3.066666666666667,80,36
30331,2.066666666666667,55,27
30332,2.2333333333333334,55,27
30333,2.033333333333333,55,27
30342,2.6166666666666667,87,28
30344,2.6333333333333333,87,34
30346,2.75,87,34
30351,1.3333333333333333,37,17
30353,1.4666666666666666,45,19
30357,1.4833333333333334,33,15
30358,1.2,33,15
30361,2.6666666666666665,90,31
30411,1.3333333333333333,24,11
30412,1.05,24,11
30413,1.4166666666666667,24,11
30414,1.0166666666666666,24,11
30416,1.0166666666666666,24,11
30451,1.1,24,11
30452,1.5,31,16
30511,1.1,30,14
30552,1.6,37,17
30612,2.3833333333333333,46,24
30711,1.95,67,26
30712,2.1,67,26
31051,2.0833333333333335,67,26
31053,2.0166666666666666,67,26
31055,2.1333333333333333,67,26
31111,3.566666666666667,154,39
31112,3.6666666666666665,154,37
31151,2.8,116,35
31152,3.0,116,35
31191,0.5,15,7
31192,0.3999999999999986,15,7
31211,0.6666666666666666,25,9
31212,0.7166666666666667,25,9
31213,0.6166666666666667,25,4
31214,0.6666666666666666,25,5
31215,0.6166666666666667,25,5
31216,0.7166666666666667,25,9
31217,0.6833333333333333,25,9
31218,0.7,25,7
31219,0.6333333333333333,25,9
31220,0.75,25,9
31221,0.6666666666666666,25,9
31222,0.7166666666666667,25,9
31223,0.6333333333333333,25,9
31224,0.6833333333333333,25,9
31225,0.6666666666666666,25,9
31226,0.6666666666666666,25,9
31227,0.6666666666666666,25,9
31228,0.7,25,9
31229,0.6666666666666666,25,9
31230,0.7,25,9
31231,0.6666666666666666,25,9
31232,0.6333333333333333,25,9
31233,0.6666666666666666,25,9
31234,0.6666666666666666,25,9
31235,0.6666666666666666,25,9
31236,0.6666666666666666,25,9
31237,0.7,25,9
31238,0.6666666666666666,25,9
31239,0.7,25,9
31240,0.6666666666666666,25,9
31241,0.65,25,9
31261,0.6,20,9
31311,1.5166666666666666,55,21
31312,1.4666666666666666,55,21
31313,1.5,55,21
31314,1.4666666666666666,55,21
31315,1.4666666666666666,55,21
31316,1.5,55,21
31317,1.5,55,21
31318,1.5,55,21
31319,1.5,55,21
31320,1.3833333333333333,55,12
31321,1.5333333333333334,55,21
31322,1.8,55,21
31323,1.5,55,21
